ID	symbol	synonyms	ensembl
1920499	1600017P15Rik	Gm24413	ENSMUSG00000102505
1917018	1600019K03Rik		ENSMUSG00000099429
1919262	1600020E01Rik		ENSMUSG00000097048
1920502	1600022D10Rik		ENSMUSG00000117315
1917038	1600023N17Rik		ENSMUSG00000104986
1919280	1600025M17Rik		ENSMUSG00000085114
1917044	1600027J07Rik		ENSMUSG00000110340
1917047	1600029I14Rik		
3045362	1600029O15Rik		ENSMUSG00000057818
1916554	1700001A13Rik		
1916543	1700001C07Rik		
1916529	1700001D01Rik		ENSMUSG00000099419
1922688	1700001E04Rik		
1919076	1700001F09Rik		ENSMUSG00000095384
1922683	1700001G01Rik		ENSMUSG00000087170
1916553	1700001G11Rik		ENSMUSG00000085984
1914753	1700001G17Rik		ENSMUSG00000103746
1919456	1700001I21Rik		
1916532	1700001J03Rik		ENSMUSG00000095040
1919075	1700001J04Rik		ENSMUSG00000086135
1919474	1700001J11Rik		ENSMUSG00000101963
1913573	1700001K19Rik		ENSMUSG00000056508
1916569	1700001K23Rik		ENSMUSG00000118314
1916541	1700001L05Rik		ENSMUSG00000075511
1923629	1700001N15Rik		ENSMUSG00000106210
1923631	1700001O22Rik		ENSMUSG00000044320
1916595	1700003C15Rik		ENSMUSG00000099391
1916588	1700003D09Rik		ENSMUSG00000085944
1919087	1700003E16Rik		ENSMUSG00000030030
1916607	1700003E24Rik		ENSMUSG00000095110
1922730	1700003F12Rik		ENSMUSG00000038523
1916600	1700003G18Rik		ENSMUSG00000087621
1923637	1700003H04Rik		ENSMUSG00000039174
1923949	1700003I16Rik	Gm44368	ENSMUSG00000107526
1916606	1700003I22Rik		ENSMUSG00000100372
1919457	1700003K11Rik		
1922743	1700003L19Rik		ENSMUSG00000101565
1919475	1700003M07Rik		ENSMUSG00000085389
1919464	1700003N22Rik		ENSMUSG00000102463
1922904	1700003O08Rik		
1922882	1700003O11Rik		ENSMUSG00000118311
1916594	1700003P14Rik		ENSMUSG00000100727
1919074	1700006A11Rik		ENSMUSG00000027973
1922682	1700006F04Rik		ENSMUSG00000100274
1919491	1700006H20Rik		
1919507	1700006H21Rik		ENSMUSG00000102000
2447818	1700006J14Rik		ENSMUSG00000034764
1925628	1700006P03Rik		ENSMUSG00000102738
1922883	1700007A02Rik		
2149745	1700007E05Rik		ENSMUSG00000101234
1915100	1700007F19Rik		ENSMUSG00000100666
1922734	1700007H22Rik	Gm49571	ENSMUSG00000116556
1916570	1700007J10Rik		ENSMUSG00000086330
1922742	1700007J24Rik		
1916581	1700007L15Rik		ENSMUSG00000097318
1919487	1700007M16Rik		ENSMUSG00000086613
1916558	1700007P06Rik		ENSMUSG00000089730
1922748	1700008A07Rik		
1922713	1700008A23Rik		ENSMUSG00000103452
1913571	1700008B11Rik		ENSMUSG00000104872
1922695	1700008B15Rik		
1922744	1700008C04Rik		ENSMUSG00000111986
1922881	1700008F19Rik		
1913575	1700008H02Rik		ENSMUSG00000106860
1916610	1700008J07Rik		ENSMUSG00000101225
1916561	1700008K24Rik		ENSMUSG00000101012
1922692	1700008N11Rik		ENSMUSG00000109657
1922699	1700008N17Rik		
1916599	1700008O03Rik		ENSMUSG00000008028
1922888	1700008O09Rik		
1916597	1700008P02Rik		ENSMUSG00000069118
1921470	1700009C05Rik		ENSMUSG00000101404
1914938	1700009J07Rik		ENSMUSG00000096573
1922721	1700009N14Rik		ENSMUSG00000028287
1922735	1700010B08Rik		ENSMUSG00000057047
1916591	1700010B09Rik		
1922741	1700010B13Rik		ENSMUSG00000099958
1923636	1700010D01Rik		ENSMUSG00000071721
1921467	1700010G06Rik		ENSMUSG00000115752
1922750	1700010H22Rik		ENSMUSG00000067101
1922726	1700010I02Rik		ENSMUSG00000100010
1914181	1700010I14Rik		ENSMUSG00000023873
1916605	1700010J16Rik		ENSMUSG00000100314
1922751	1700010K23Rik		ENSMUSG00000092599
1922690	1700010K24Rik		ENSMUSG00000085102
1916583	1700010L04Rik		ENSMUSG00000030636
1922878	1700010L13Rik	ENSMUSG00000074760	
1916590	1700010N08Rik	Gm42380	ENSMUSG00000101855
1922894	1700011B04Rik		ENSMUSG00000102099
1922701	1700011C11Rik		ENSMUSG00000108800
1922714	1700011D18Rik		ENSMUSG00000108791
1916535	1700011L03Rik		ENSMUSG00000109759
1914937	1700011L22Rik		ENSMUSG00000031682
1923632	1700012A03Rik		ENSMUSG00000029766
1916574	1700012B07Rik		ENSMUSG00000020617
1916575	1700012B09Rik		ENSMUSG00000031927
1923635	1700012C08Rik		ENSMUSG00000086482
1916587	1700012C14Rik		ENSMUSG00000085470
1919493	1700012D01Rik		
1922739	1700012D16Rik		ENSMUSG00000105023
1923817	1700012E03Rik		ENSMUSG00000101275
1923643	1700012H19Rik		
1916584	1700012I11Rik		ENSMUSG00000102069
1922737	1700012J15Rik	Gm44217	ENSMUSG00000107394
1922746	1700012J22Rik		ENSMUSG00000103545
1923644	1700012M20Rik		
1922738	1700012O15Rik		
1916616	1700013A02Rik		ENSMUSG00000106899
1924171	1700013D24Rik		ENSMUSG00000079346
1916630	1700013G24Rik		ENSMUSG00000041399
1922764	1700013H16Rik	Xlr6|Slx2	ENSMUSG00000054727
1919497	1700013K18Rik		
1922755	1700013M08Rik		ENSMUSG00000106586
1922884	1700013N06Rik		ENSMUSG00000085801
1919498	1700014B07Rik		ENSMUSG00000118578
1924191	1700014D06Rik		
1924172	1700014F14Rik		ENSMUSG00000105903
1924173	1700014L14Rik		ENSMUSG00000110056
1922782	1700015C15Rik		ENSMUSG00000113696
1924178	1700015C17Rik		ENSMUSG00000104908
1922777	1700015H07Rik		ENSMUSG00000115761
1922784	1700015I17Rik	Gm45565	ENSMUSG00000110335
1925746	1700015O03Rik		
1919105	1700015O11Rik		ENSMUSG00000097671
1919473	1700015P03Rik		
1921477	1700016A09Rik		ENSMUSG00000102737
1922890	1700016B01Rik	Gm42491	ENSMUSG00000104538
1916677	1700016B15Rik		ENSMUSG00000108979
1921478	1700016C19Rik		
1924181	1700016C23Rik		
1922785	1700016D02Rik		
1925627	1700016D08Rik		ENSMUSG00000103481
1923668	1700016D18Rik		
1916674	1700016F12Rik		ENSMUSG00000104955
1919117	1700016G22Rik		ENSMUSG00000100625
1922903	1700016H03Rik		ENSMUSG00000114673
1921468	1700016H13Rik		ENSMUSG00000029320
1922811	1700016J18Rik		ENSMUSG00000111103
1922794	1700016K05Rik		ENSMUSG00000114563
1916662	1700016L04Rik		
1922899	1700016L15Rik		
1919458	1700016L21Rik	Jr3|DCKO	ENSMUSG00000101483
1922792	1700016P03Rik		ENSMUSG00000085609
1916663	1700016P04Rik		ENSMUSG00000101894
1924180	1700016P22Rik		
1921461	1700017B05Rik	D9Ertd278e	ENSMUSG00000032300
1919477	1700017G19Rik		ENSMUSG00000037884
1921481	1700017H01Rik		
1922756	1700017I07Rik		ENSMUSG00000098727
1922758	1700017J07Rik		ENSMUSG00000086348
1916620	1700017L05Rik		ENSMUSG00000107232
1923648	1700017M07Rik	Gm43003	ENSMUSG00000105651
1913855	1700017N19Rik		ENSMUSG00000056912
1916631	1700018A04Rik		ENSMUSG00000038408
1916641	1700018A14Rik		ENSMUSG00000103616
1919481	1700018A23Rik	Gm42574	ENSMUSG00000107368
1923655	1700018B08Rik		ENSMUSG00000031809
1913582	1700018B24Rik		ENSMUSG00000037910
1916646	1700018F24Rik		ENSMUSG00000029620
1922889	1700018H16Rik		
1914579	1700018L02Rik		ENSMUSG00000100075
1919495	1700018M17Rik		ENSMUSG00000046145
1920580	1700018P08Rik		ENSMUSG00000110709
1916645	1700018P22Rik		ENSMUSG00000120273
1916647	1700019A02Rik		ENSMUSG00000060715
1915470	1700019A23Rik		ENSMUSG00000109102
1922793	1700019C18Rik		ENSMUSG00000113770
1914330	1700019D03Rik		ENSMUSG00000043629
1916655	1700019E08Rik		ENSMUSG00000086202
1916652	1700019F05Rik	Gm43801	ENSMUSG00000107027
1919499	1700019G24Rik		ENSMUSG00000085416
1919462	1700019H22Rik		
1923662	1700019J19Rik		ENSMUSG00000111489
1919476	1700019L13Rik		ENSMUSG00000111639
1922799	1700019L22Rik		
1916673	1700019M22Rik		ENSMUSG00000059695
1922796	1700019P21Rik		ENSMUSG00000099808
1922906	1700020A23Rik		ENSMUSG00000027409
1919484	1700020B03Rik		
1916687	1700020D12Rik		ENSMUSG00000113628
1916688	1700020D14Rik	Gm29277	ENSMUSG00000101796
1921485	1700020G03Rik	Gm45545	ENSMUSG00000110052
1922880	1700020G17Rik		ENSMUSG00000101801
1922804	1700020K04Rik		
1922887	1700020L05Rik		
1922879	1700020L13Rik	1700020L13Rik|Thap8	ENSMUSG00000013928
1913580	1700020L24Rik		ENSMUSG00000035085
1922812	1700020M10Rik		
1923652	1700020M21Rik		ENSMUSG00000100146
1914942	1700020N01Rik		ENSMUSG00000050844
1922759	1700020N15Rik		ENSMUSG00000059690
1914336	1700020N18Rik		ENSMUSG00000100253
1924174	1700021A07Rik		ENSMUSG00000037535
1922769	1700021F02Rik	Gm42618	ENSMUSG00000105426
1924176	1700021F13Rik		ENSMUSG00000107053
1920506	1700021G15Rik		ENSMUSG00000112387
1919485	1700021J08Rik		ENSMUSG00000086890
1919478	1700021L22Rik		
1923660	1700021L23Rik		ENSMUSG00000086955
1924179	1700021N20Rik		
1916659	1700021N21Rik		ENSMUSG00000087343
1922771	1700021P04Rik		ENSMUSG00000096796
1919502	1700022A21Rik		ENSMUSG00000038165
1922807	1700022A22Rik		ENSMUSG00000099751
1919460	1700022C07Rik		
1922886	1700022E09Rik		ENSMUSG00000099983
1916671	1700022F17Rik		
1922789	1700022H01Rik		ENSMUSG00000112581
1916670	1700022H16Rik		ENSMUSG00000099360
1916681	1700022N22Rik		ENSMUSG00000097523
1916624	1700023A20Rik		
1920507	1700023C21Rik		ENSMUSG00000087393
1921473	1700023D08Rik		
1916695	1700023D09Rik		
1916683	1700023F02Rik	Gm31056	ENSMUSG00000100000
1919483	1700023G08Rik		
1920531	1700023G09Rik		ENSMUSG00000103503
1916692	1700023H06Rik		ENSMUSG00000089827
1922768	1700024B05Rik		ENSMUSG00000052334
1916643	1700024B18Rik		ENSMUSG00000099994
1919101	1700024F20Rik		
1914335	1700024G13Rik		ENSMUSG00000072473
1922772	1700024I08Rik		ENSMUSG00000113825
1919098	1700024J04Rik		ENSMUSG00000069890
1922775	1700024K11Rik		
1922770	1700024N05Rik		
1916642	1700024P12Rik		ENSMUSG00000120854
1916650	1700025A08Rik		ENSMUSG00000106947
1923659	1700025B11Rik		ENSMUSG00000101113
1919461	1700025C18Rik		ENSMUSG00000078935
1916667	1700025D23Rik		ENSMUSG00000086760
1914331	1700025F24Rik		ENSMUSG00000100558
1916649	1700025G04Rik		ENSMUSG00000032666
1922781	1700025H01Rik		ENSMUSG00000101888
1916657	1700025J12Rik		ENSMUSG00000108409
1913584	1700025K04Rik		ENSMUSG00000112482
1916668	1700025K24Rik		ENSMUSG00000099747
1914183	1700025L06Rik		ENSMUSG00000109962
1919526	1700025M24Rik		ENSMUSG00000100175
1916665	1700025N21Rik		ENSMUSG00000090200
1917236	1700025N23Rik		ENSMUSG00000100121
1917234	1700025O08Rik		ENSMUSG00000028244
1916660	1700025O18Rik		
1917621	1700026D11Rik		ENSMUSG00000086379
1916669	1700026F02Rik		ENSMUSG00000101854
1917626	1700026H06Rik		
1920505	1700026J12Rik		ENSMUSG00000073976
1916682	1700026J14Rik		ENSMUSG00000097716
1919521	1700026N04Rik		ENSMUSG00000114681
1917246	1700027A07Rik		ENSMUSG00000084864
1916697	1700027A13Rik		
1919518	1700027F06Rik		ENSMUSG00000107737
1917249	1700027F09Rik		ENSMUSG00000100911
1919524	1700027H10Rik		ENSMUSG00000100799
1922817	1700027I24Rik		ENSMUSG00000098304
1916693	1700027J07Rik		ENSMUSG00000111422
1916702	1700027M17Rik		
1917251	1700028B04Rik		ENSMUSG00000099417
1922819	1700028D13Rik		ENSMUSG00000101683
1916713	1700028E10Rik		ENSMUSG00000097321
1917252	1700028E11Rik		
1917253	1700028I16Rik		ENSMUSG00000056821
1917254	1700028J19Rik		ENSMUSG00000038782
1923671	1700028K03Rik	SCRE|Spo16	ENSMUSG00000089798
1916710	1700028M03Rik		ENSMUSG00000101334
1920530	1700028N14Rik		ENSMUSG00000078635
1922905	1700028P15Rik		ENSMUSG00000086823
1916745	1700029B22Rik		ENSMUSG00000100759
1919533	1700029B24Rik	Gm37384	ENSMUSG00000102834
1919500	1700029E06Rik		ENSMUSG00000100557
1913729	1700029F12Rik		ENSMUSG00000052075
1913751	1700029H14Rik		ENSMUSG00000031452
1919514	1700029J03Rik		ENSMUSG00000099968
1917257	1700029J08Rik		
1920521	1700029K24Rik		ENSMUSG00000120880
1916726	1700029M03Rik		ENSMUSG00000101189
1913597	1700029M20Rik		ENSMUSG00000086788
1916741	1700029N11Rik		ENSMUSG00000098144
1921429	1700030A11Rik		ENSMUSG00000085333
1916763	1700030C10Rik		ENSMUSG00000091071
1916763	1700030C10Rik		ENSMUSG00000099759
1919496	1700030C12Rik	ENSMUSG00000073112	ENSMUSG00000086459
1922912	1700030C14Rik		ENSMUSG00000087148
1916765	1700030E10Rik		ENSMUSG00000112619
1919513	1700030F04Rik		ENSMUSG00000099869
1916753	1700030I03Rik		ENSMUSG00000103387
1916778	1700030J22Rik		ENSMUSG00000031847
1919504	1700030K09Rik		ENSMUSG00000052794
1917305	1700030L20Rik		ENSMUSG00000099508
1922826	1700030L22Rik		ENSMUSG00000113179
1919509	1700030M09Rik		ENSMUSG00000097424
1917261	1700030N03Rik		ENSMUSG00000100969
1917266	1700030N18Rik		ENSMUSG00000106800
1919536	1700030O20Rik		ENSMUSG00000100198
1917324	1700030P01Rik		
1920536	1700031A10Rik		ENSMUSG00000092239
1920539	1700031C06Rik		ENSMUSG00000120820
1920550	1700031F05Rik		ENSMUSG00000032894
1920567	1700031F10Rik		ENSMUSG00000047046
1914577	1700031L13Rik		ENSMUSG00000099863
1920552	1700031M16Rik		ENSMUSG00000099353
1920528	1700031P21Rik		ENSMUSG00000100315
1920532	1700034B16Rik		ENSMUSG00000097302
1925664	1700034E13Rik		ENSMUSG00000024532
1914575	1700034G24Rik		ENSMUSG00000097962
1921515	1700034H15Rik		ENSMUSG00000055833
1920554	1700034J04Rik		ENSMUSG00000103287
1920594	1700034J05Rik		ENSMUSG00000040163
1925599	1700034K08Rik		ENSMUSG00000100294
1920581	1700034P13Rik		ENSMUSG00000097893
1920548	1700036A12Rik		ENSMUSG00000095956
1920533	1700036G14Rik		ENSMUSG00000099995
1920512	1700036O09Rik		ENSMUSG00000086185
1921513	1700037C06Rik		ENSMUSG00000085542
1920511	1700037C18Rik		ENSMUSG00000005983
1914566	1700037F03Rik		ENSMUSG00000114125
1920535	1700037F24Rik		
1920526	1700037J18Rik		
1920514	1700037N05Rik		
1920555	1700038C09Rik		
1920515	1700038P13Rik		
1920572	1700039E22Rik		ENSMUSG00000092369
1920596	1700039I01Rik		ENSMUSG00000102536
1914768	1700039M10Rik		ENSMUSG00000097933
1921516	1700039M15Rik		ENSMUSG00000104086
1915458	1700039O17Rik		ENSMUSG00000121269
1915457	1700040A12Rik		
1914562	1700040B14Rik		
1923852	1700040D17Rik		ENSMUSG00000097515
1924240	1700040E09Rik		ENSMUSG00000113997
1920579	1700040F15Rik	Gm21563	
1920584	1700040F17Rik		ENSMUSG00000101568
1923964	1700040G22Rik	Gm53276	
1920517	1700040K01Rik	Gm29954	ENSMUSG00000103840
1920544	1700040L08Rik	Gm44195	ENSMUSG00000107406
1920518	1700040P09Rik		
1920562	1700041A01Rik		
1925873	1700041B01Rik		ENSMUSG00000116260
1914569	1700041C23Rik		ENSMUSG00000100282
1920549	1700041G16Rik		ENSMUSG00000054822
1920523	1700041I07Rik	Gm43741	ENSMUSG00000104845
1920565	1700041L08Rik		
1920510	1700041M05Rik		ENSMUSG00000087010
1923851	1700041M19Rik		ENSMUSG00000100857
1920587	1700042D02Rik		ENSMUSG00000105991
1914574	1700042D18Rik		
1920599	1700042G15Rik		ENSMUSG00000087044
1920540	1700042O05Rik		ENSMUSG00000112878
1920571	1700042O10Rik		ENSMUSG00000086391
1923855	1700042O13Rik		
1925598	1700043A12Rik		
1920556	1700044C05Rik		ENSMUSG00000099911
1914571	1700044K03Rik		ENSMUSG00000100297
1920560	1700044K19Rik		
1920598	1700045H11Rik		ENSMUSG00000078492
1920600	1700045I11Rik		ENSMUSG00000104526
1920557	1700046C09Rik		ENSMUSG00000085561
1923854	1700047A11Rik		ENSMUSG00000085437
1921578	1700047E10Rik		ENSMUSG00000115294
1920570	1700047F07Rik		ENSMUSG00000085549
1920589	1700047G03Rik		ENSMUSG00000099349
1920573	1700047G07Rik		ENSMUSG00000110717
1920585	1700047K16Rik		ENSMUSG00000087347
1920545	1700047L14Rik		ENSMUSG00000101762
1914580	1700047M11Rik		ENSMUSG00000100147
1923853	1700047N06Rik		ENSMUSG00000102356
1920668	1700047O18Rik		ENSMUSG00000109594
1920715	1700048B10Rik		
1920695	1700048C15Rik		
1920646	1700048F04Rik		ENSMUSG00000105274
1925874	1700048G13Rik		
1920607	1700048J15Rik		
1920636	1700048M11Rik	Gm15980	ENSMUSG00000085637
1920683	1700048O14Rik		ENSMUSG00000118016
1920637	1700048O20Rik		ENSMUSG00000043773
1920605	1700048P04Rik		ENSMUSG00000112333
1920644	1700049E15Rik	Gm15761	ENSMUSG00000085077
1920665	1700049E17Rik1	666214	ENSMUSG00000079271
3796510	1700049E17Rik2	100041722	ENSMUSG00000090440
1920645	1700049E22Rik		ENSMUSG00000101553
1920615	1700049J03Rik		
1920633	1700049L16Rik		ENSMUSG00000043859
1920616	1700051A21Rik		ENSMUSG00000086951
1920602	1700051K13Rik		ENSMUSG00000108263
3704315	1700051O22Rik	ENSMUSG00000036926	ENSMUSG00000103341
1920712	1700052H01Rik	Gm30852	ENSMUSG00000105297
1914590	1700052I22Rik		ENSMUSG00000101912
1920621	1700052K07Rik		
1920681	1700052K11Rik		ENSMUSG00000099681
1920617	1700052M09Rik		
1925665	1700052M18Rik		
1925707	1700054A03Rik		ENSMUSG00000099988
1925600	1700054K02Rik		ENSMUSG00000097001
1914586	1700054K19Rik		ENSMUSG00000100219
1920608	1700054M17Rik		ENSMUSG00000085889
1920606	1700054O05Rik		ENSMUSG00000111753
1921522	1700054O19Rik		ENSMUSG00000104183
1920647	1700055C04Rik		ENSMUSG00000093616
1920609	1700055D16Rik		
1920655	1700055D18Rik		ENSMUSG00000070997
1915475	1700055K11Rik		
1920624	1700055L01Rik		
1920613	1700056E22Rik		ENSMUSG00000044854
1920643	1700056I18Rik		
1920642	1700056N10Rik		ENSMUSG00000084792
1920714	1700057A11Rik		
1920691	1700057D03Rik		
1925710	1700057H15Rik		ENSMUSG00000084757
1920625	1700057H21Rik		ENSMUSG00000086007
1923857	1700058J15Rik		
1920678	1700058M10Rik		
1920673	1700058M13Rik		
1920627	1700058P15Rik		ENSMUSG00000089636
1920675	1700060C16Rik		ENSMUSG00000086887
1920649	1700060C20Rik		ENSMUSG00000078957
1920641	1700060J05Rik		ENSMUSG00000084970
1920628	1700060L04Rik		
1914585	1700060O08Rik		ENSMUSG00000099407
1920664	1700061A03Rik		ENSMUSG00000117966
1920611	1700061D13Rik		
1920666	1700061D14Rik		
3642196	1700061E17Rik		ENSMUSG00000102060
1924241	1700061E18Rik		ENSMUSG00000085759
1920688	1700061F12Rik		ENSMUSG00000085580
1920711	1700061H18Rik		ENSMUSG00000084948
1920612	1700061I17Rik		ENSMUSG00000028009
1924243	1700061J23Rik		ENSMUSG00000086366
1920682	1700061N14Rik	Gm45862	ENSMUSG00000110464
1925711	1700062A02Rik		
1920690	1700062C10Rik		ENSMUSG00000114390
1920704	1700063A18Rik		ENSMUSG00000100062
1925750	1700063D05Rik		ENSMUSG00000100837
1921519	1700063H04Rik		ENSMUSG00000040657
1920614	1700063H06Rik		ENSMUSG00000099266
1925877	1700063I16Rik		ENSMUSG00000103463
1920700	1700063J08Rik		ENSMUSG00000117080
1923860	1700063K16Rik		ENSMUSG00000102036
1920702	1700063O14Rik		ENSMUSG00000101978
1920687	1700064F23Rik		
1920674	1700064H15Rik		ENSMUSG00000082766
1920650	1700064J06Rik		ENSMUSG00000100681
1920707	1700064M15Rik		ENSMUSG00000100211
1925708	1700064N11Rik		ENSMUSG00000120053
1920660	1700065D16Rik		ENSMUSG00000096655
1925713	1700065F09Rik		
1925712	1700065I16Rik		ENSMUSG00000099435
1920659	1700065J11Rik		ENSMUSG00000107341
1920705	1700065J18Rik		ENSMUSG00000100872
1920658	1700065L07Rik		ENSMUSG00000107408
1923859	1700065O20Rik		ENSMUSG00000100134
1920676	1700066B17Rik		ENSMUSG00000101634
1925904	1700066C05Rik		ENSMUSG00000101810
1915175	1700066D14Rik		
1914589	1700066J03Rik		ENSMUSG00000097717
1920717	1700066M21Rik		ENSMUSG00000038323
1920721	1700066N21Rik		ENSMUSG00000099605
1920651	1700066O22Rik		ENSMUSG00000085800
1920656	1700067A10Rik		
1920725	1700067G17Rik		ENSMUSG00000099378
1920703	1700067K01Rik		ENSMUSG00000046408
1915474	1700067P10Rik		ENSMUSG00000021545
1923863	1700069B07Rik		ENSMUSG00000053081
1920726	1700069L16Rik		ENSMUSG00000042184
1920781	1700069P05Rik		ENSMUSG00000107637
1923861	1700071A11Rik		
1920735	1700071G01Rik		ENSMUSG00000086376
3588264	1700071K01Rik		ENSMUSG00000080980
1920754	1700071M16Rik		ENSMUSG00000090307
1920779	1700072B07Rik		ENSMUSG00000100487
1921528	1700072F12Rik		
1920746	1700072G22Rik		ENSMUSG00000101702
1920743	1700072H12Rik		
1925879	1700072I22Rik		
1920755	1700072O05Rik		ENSMUSG00000107744
1920734	1700073E17Rik		ENSMUSG00000087204
1920733	1700074A11Rik		
1920732	1700074A21Rik		ENSMUSG00000102231
1925878	1700074G04Rik		
1920730	1700074H08Rik		ENSMUSG00000099872
1920780	1700074I03Rik		
1920767	1700074L02Rik		
1925882	1700080C20Rik		ENSMUSG00000117741
1921535	1700080F18Rik		
1920738	1700080G11Rik		
1920783	1700080G18Rik		ENSMUSG00000120456
1920739	1700080N15Rik		ENSMUSG00000084859
1920750	1700081B01Rik	Gm43757	ENSMUSG00000105673
1920727	1700081H04Rik		ENSMUSG00000100573
1920778	1700081N11Rik		ENSMUSG00000113209
1920729	1700082C01Rik		
1915477	1700082C02Rik		
